id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
63228,0.0,2013-02-20,World Vision,918,World vision,36.84336833,-3.66054157,Shuleni,0,Pangani,Shuleni,Manyara,21,4,Simanjiro,Shambarai,200,True,GeoData Consultants Ltd,,,True,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
34019,0.0,2013-02-04,Lga,348,LGA,38.90045073,-10.93831207,Kanisani,0,Ruvuma / Southern Coast,Mission,Mtwara,90,33,Masasi,Lipumburu,1,True,GeoData Consultants Ltd,VWC,Lipumburu Water,True,2001,mono,mono,motorpump,vwc,user-group,unknown,unknown,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
5234,5000.0,2011-08-01,World Bank,924,N.P.R.,31.39018044,-7.25855597,Kwa Nyangu Kasimbalala,0,Lake Rukwa,Kitupa,Rukwa,15,1,Mpanda,Mamba,6000,True,GeoData Consultants Ltd,VWC,,True,2010,other,other,other,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
29501,2000.0,2013-02-18,Soda,985,DWE,35.43510625,-10.5846707,Kwa Mzee Yokimu,0,Lake Nyasa,Namakinga B,Ruvuma,10,2,Songea Rural,Maposeni,0,True,GeoData Consultants Ltd,VWC,,True,2003,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
32609,0.0,2011-03-08,Irish Ai,325,DWE,35.9278222,-8.55362728,Lufuru,0,Rufiji,Lufuru,Morogoro,5,3,Kilombero,Chita,150,True,GeoData Consultants Ltd,,,True,2008,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
52476,500.0,2011-04-02,World Bank,133,World,38.26619387,-6.93806088,Kwa Mzee Bui,0,Wami / Ruvu,Vigude,Morogoro,5,2,Morogoro Rural,Kidugalo,250,True,GeoData Consultants Ltd,VWC,,True,1998,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
23786,0.0,2013-02-05,Mdrdp,1875,MDRDP,35.28265201,-4.11699353,Kwa Qambaro Baate,0,Internal,Siigig,Manyara,21,3,Mbulu,Maretadu,194,True,GeoData Consultants Ltd,VWC,,True,1995,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
13291,0.0,2011-03-17,Adp/w,0,Gove,35.49060748,-5.79533188,Mradin,0,Internal,Bomban,Dodoma,1,6,Bahi,Lamaiti,0,True,GeoData Consultants Ltd,VWC,Lama,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
19053,500.0,2013-02-11,Government Of Tanzania,1270,Government,30.13409208,-4.24806821,Kwa Daniel,0,Lake Tanganyika,Mugera,Kigoma,16,2,Kasulu,Muyama,670,True,GeoData Consultants Ltd,Water authority,,False,1978,ksb,submersible,submersible,vwc,user-group,other,other,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
27813,0.0,2011-04-10,,0,,34.00931745,-8.84865495,Kwa Mama Devi,0,Rufiji,Njia Panda,Mbeya,12,7,Mbarali,Chimala,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
55365,0.0,2013-02-08,Norad,1369,RWE,30.91169167,-2.93053906,Kwa Mzee Nzibavuga,0,Lake Tanganyika,Ukweli Na Uwazi,Kigoma,16,1,Kibondo,Nyamtukuza,200,True,GeoData Consultants Ltd,VWC,Kinyinya gravity water supply,False,1988,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
7391,0.0,2013-02-23,World Bank,0,Government,33.544434,-2.97205517,Mzee Gunguli,0,Lake Victoria,Mwanhegele,Shinyanga,17,2,Maswa,Nyabubinza,0,True,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
24021,0.0,2011-04-11,Government Of Tanzania,0,Government,32.81694078,-7.73843754,Mashaka,0,Lake Rukwa,Ngwala Kati,Mbeya,12,1,Chunya,Ngwala,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
25141,0.0,2011-08-09,Krp,0,DWE,33.52023806,-2.73545254,Mwampulu,0,Lake Victoria,Mwampulu,Mwanza,19,4,Kwimba,Iseni,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
33886,0.0,2013-01-30,Government Of Tanzania,104,District Council,39.54579856,-9.671887,Kwa Mzee Maulid,0,Ruvuma / Southern Coast,Muungano,Lindi,80,23,Lindi Rural,Kitomanga,1,False,GeoData Consultants Ltd,VWC,Kitomanga Water Supply,False,2006,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
66722,0.0,2012-10-12,Tassaf,0,TASSAF,33.68305952,-3.0631815,Nyumba Ya Mganga,0,Lake Victoria,Kashishi,Shinyanga,17,2,Maswa,Kadoto,0,True,GeoData Consultants Ltd,WUG,,False,0,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
18086,600.0,2013-01-27,Isf,815,DWE,29.74541924,-4.88528654,Amani,0,Lake Tanganyika,Matiazo C,Kigoma,16,3,Kigoma Rural,Simbo,120,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe
53105,0.0,2011-07-21,Hifab,0,Hesawa,33.47193567,-2.99970787,Mwakayannge,0,Lake Victoria,Mwakayannge,Mwanza,19,4,Kwimba,Malya,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
54100,50.0,2011-03-18,Kibaha Town Council,68,DAWASCO,38.78900024,-6.73133009,Mama Kubemba,0,Wami / Ruvu,Zegereni,Pwani,6,2,Kibaha,Visiga,1,True,GeoData Consultants Ltd,Water authority,,True,2008,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
13799,300.0,2013-03-03,District Council,1234,District Council,37.66169881,-3.68434138,Kitondweni,0,Pangani,Mwero,Kilimanjaro,3,2,Mwanga,Kirongwe,14,True,GeoData Consultants Ltd,WUA,Churu water supply,False,2007,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
73023,0.0,2013-01-18,Rwssp,0,DWE,0.0,-2e-08,Tembo,0,Lake Victoria,Masanga A,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
49519,50.0,2011-03-07,Ruthe,1399,Ruthe,35.6066816,-7.68560928,none,0,Rufiji,Mapinduzi,Iringa,11,1,Iringa Rural,Kiwere,1,True,GeoData Consultants Ltd,VWC,Kiwele,True,2000,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
17216,0.0,2013-02-25,Gtz,1660,GTZ,37.54943051,-2.98199964,Kwa Hendry,0,Internal,Mokombero,Kilimanjaro,3,1,Rombo,Motamburu Kitendani,1,True,GeoData Consultants Ltd,Company,Kikelelwa water supply,True,2005,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe
32503,20.0,2013-02-06,,1416,,34.75903186,-5.38486916,Issac,0,Internal,Gaudu B,Singida,13,2,Singida Rural,Issuwa,1,True,GeoData Consultants Ltd,VWC,I,,1970,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
29898,0.0,2011-03-17,Danida,1673,DWE,34.95857796,-8.60421861,none,0,Rufiji,M,Iringa,11,2,Mufindi,Mbalamaziwa,0,True,GeoData Consultants Ltd,VWC,Mba,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
22855,0.0,2011-07-18,World Bank,0,COEK,33.21476253,-2.52928744,Mtoni,0,Lake Victoria,Mimbi,Mwanza,19,2,Magu,Kitongo Sima,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
12333,0.0,2013-03-21,Peter Tesha,1378,DWE,37.36945514,-3.25439012,Kwa Mwl. Seba,0,Pangani,Sia,Kilimanjaro,3,4,Moshi Rural,Uru Shimbwe,90,True,GeoData Consultants Ltd,VWC,Uru shimbwe,True,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
26294,6.0,2013-04-03,Ces(gmbh),824,DWE,37.41964026,-3.36845114,Kwa Evarest Ngoto,0,Pangani,Pumoni B,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,50,True,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,True,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
67616,200.0,2011-03-18,Danida,1671,DWE,34.97089073,-8.55338173,none,0,Rufiji,S,Iringa,11,2,Mufindi,Mbalamaziwa,0,True,GeoData Consultants Ltd,VWC,Nzi,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
13524,30.0,2013-03-15,Mwanga Town Water Authority,813,Mwanga town water authority,37.57362635,-3.66226179,Kwa Washington,0,Pangani,Reli Juu,Kilimanjaro,3,2,Mwanga,Mwanga Urban,1300,True,GeoData Consultants Ltd,Water authority,Makokoro water supply,True,2012,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
60126,0.0,2011-04-15,,0,,33.8622068,-8.67159598,Kwa Mzee Msa,0,Rufiji,Lena,Mbeya,12,7,Mbarali,Utengule Usangu,0,True,GeoData Consultants Ltd,WUA,,False,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
12386,0.0,2011-04-02,Go,1108,Go,36.96240564,-6.06748261,Kwa Yusufu,0,Wami / Ruvu,Chakwale Mjini,Morogoro,5,1,Kilosa,Chakwale,80,True,GeoData Consultants Ltd,VWC,Ga,True,1975,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
63805,0.0,2013-03-20,Tanapa,1616,TANAPA,35.21737391,-1.66318118,Kuka,0,Lake Victoria,National Park,Mara,20,2,Serengeti,Ikoma,20,,GeoData Consultants Ltd,Other,,,2007,other - rope pump,rope pump,rope pump,private operator,commercial,other,other,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump
36473,0.0,2013-01-15,,1599,,34.96758721,-4.68942254,Merya Secondary,0,Internal,Ikugha Mash,Singida,13,2,Singida Rural,Merya,278,True,GeoData Consultants Ltd,VWC,,,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
12755,0.0,2013-02-28,Government Of Tanzania,1377,DWE,37.41199307,-3.29747664,Kimangele,0,Pangani,Makyareni,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,40,False,GeoData Consultants Ltd,VWC,Kidia kilemapunda,True,1975,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
73277,1000.0,2011-03-19,Dhv,167,DWE,37.67400341,-7.41068915,Kwa Maliseli,0,Wami / Ruvu,Kikondeni B,Morogoro,5,2,Morogoro Rural,Mngazi,150,True,GeoData Consultants Ltd,VWC,,True,1997,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
60794,0.0,2011-04-01,Wfp,0,WFP,36.19513988,-6.79296879,Chinyanghuku Primary School,0,Rufiji,Mission,Dodoma,1,1,Mpwapwa,Mlunduzi,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump
4764,20.0,2013-03-18,Government Of Tanzania,1001,DWE,36.81340322,-3.48360422,Kwa Julius Kitembea,0,Pangani,Marurani Juu,Arusha,2,2,Arusha Rural,Nduruma,150,True,GeoData Consultants Ltd,VWC,Machumba estate pipe line,True,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
3600,0.0,2012-10-27,Hesawa,0,DWE,0.0,-2e-08,Kwa Buganda,0,Lake Victoria,Mwawaga,Mwanza,19,2,Magu,Badugu,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
16261,0.0,2011-03-21,Livin,1976,LIVI,35.22397791,-8.57888614,none,0,Rufiji,M,Iringa,11,2,Mufindi,Mninga,0,True,GeoData Consultants Ltd,VWC,,False,2000,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
38286,0.0,2013-04-04,Government Of Tanzania,839,Government,37.55399656,-3.38472737,Mama Lyimo,0,Pangani,Mtemboni,Kilimanjaro,3,4,Moshi Rural,Makuyuni,1,True,GeoData Consultants Ltd,Water authority,Mananga-himo pipeline,True,2011,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
64102,0.0,2011-07-19,Oxfarm,0,DWE,30.89281518,-1.73525884,Kwajosephat,0,Lake Victoria,Kikongora,Kagera,18,1,Karagwe,Bweranyange,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
9605,0.0,2012-10-24,Tdft,0,TDFT,32.95836365,-5.90831371,Kwa Juma Miraji,0,Lake Tanganyika,Tulieni,Tabora,14,5,Sikonge,Kiloleli,0,True,GeoData Consultants Ltd,VWC,,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,milky,milky,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
64250,0.0,2011-07-09,Kkkt,0,KKKT,32.72385017,-9.259789,Anania Sinkara,0,Lake Rukwa,Msongwa,Mbeya,12,6,Mbozi,Nkangamo,0,True,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
71767,250.0,2013-01-18,Dwe,1276,DWE,30.37626638,-4.37351339,Kwa Rashidi,0,Lake Tanganyika,Nyabusalu,Kigoma,16,2,Kasulu,Kitagata,900,True,GeoData Consultants Ltd,Water authority,Nyachenda,True,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
70463,1000.0,2011-03-16,Mkinga  Distric Cou,0,DWE,38.80309246,-4.86844167,Galula,0,Pangani,Sokoni,Tanga,4,8,Mkinga,Maramba,100,True,GeoData Consultants Ltd,VWC,Maramba gravity spri,True,1985,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
47998,100.0,2011-03-24,Private,64,Private,39.1675245,-7.14729356,Mzee Shanta,0,Wami / Ruvu,Zalala,Pwani,6,4,Mkuranga,Mkuranga,1000,True,GeoData Consultants Ltd,VWC,Kiparang'anda Water Supply,False,0,other,other,other,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,other,other
49424,0.0,2013-02-01,Dwsp,0,DWE,0.0,-2e-08,Juhudi,0,Lake Victoria,Mwabuliochi,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
47356,0.0,2012-10-12,Rwssp,0,WEDECO,34.15699426,-3.02718774,Buganda,0,Lake Victoria,Mwaradi,Shinyanga,17,6,Meatu,Kisesa,0,True,GeoData Consultants Ltd,WUG,None,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
46484,0.0,2012-11-12,Government Of Tanzania,0,Central government,32.9414735,-5.24804891,Juma Makopa,0,Lake Tanganyika,Kigamboni,Tabora,14,3,Uyui,Igalula,0,True,GeoData Consultants Ltd,VWC,Ipululu water supply,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
55069,20.0,2004-12-01,Plan Int,307,DDCA,38.76865611,-7.29841916,Mianzi Primary School,0,Rufiji,Momboni,Pwani,60,33,Kisarawe,Msanga,1,True,GeoData Consultants Ltd,VWC,,False,2006,india mark iii,india mark iii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,hand pump,hand pump
1203,0.0,2011-08-03,Lga,963,DWE,31.16922705,-7.102952,Kwa Emil Sungura,0,Lake Rukwa,Ndemanilwa,Rukwa,15,1,Mpanda,Kibaoni,200,True,GeoData Consultants Ltd,VWC,,True,2010,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
37736,0.0,2011-03-28,Danida,0,DANIDA,33.31197376,-8.98281062,Simon Mpembo,0,Lake Rukwa,Igosa,Mbeya,12,2,Mbeya Rural,Iwindi,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
4776,250.0,2013-01-24,Oxfarm,1167,OXFARM,30.2206711,-4.62600854,Kwa Skuye,0,Lake Tanganyika,Nyamigombelo B,Kigoma,16,2,Kasulu,Murufiti,650,True,GeoData Consultants Ltd,Water authority,Murufiti,True,1998,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe
37569,0.0,2011-03-16,Tardo,1716,Tardo,38.27484911,-4.6725080000000005,Kwa Mzee Rama,93,Pangani,Kwezizi,Tanga,4,1,Lushoto,Malindi,1,True,GeoData Consultants Ltd,VWC,Mlomboza forest,True,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
59913,0.0,2011-03-03,Dhv,354,DWE,37.81860333,-7.05700054,Ving'Andi,0,Wami / Ruvu,Chatupa,Morogoro,5,2,Morogoro Rural,Lundi,150,True,GeoData Consultants Ltd,VWC,,True,1996,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other
1303,0.0,2012-10-23,World Vision,0,World vision,32.26610471,-3.32964884,Rufiji,0,Lake Tanganyika,Rufiji,Shinyanga,17,5,Bukombe,Ushirika,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
59675,0.0,2013-02-23,Government Of Tanzania,1180,DWE,37.39538534,-3.30250768,Kwa Msaki,0,Pangani,Osungura,Kilimanjaro,3,4,Moshi Rural,Old Moshi Magharibi,80,True,GeoData Consultants Ltd,VWC,Kidia kilemapunda,True,1963,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,other,other
49193,0.0,2011-03-25,Kilindi District Co,0,DWE,37.70749361,-5.48117258,Kwa Samungoma,0,Pangani,Regeza Mwendo,Tanga,4,7,Kilindi,Msanja,1,True,GeoData Consultants Ltd,VWC,,False,1989,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
369,1000.0,2011-02-23,Kalta,1713,Kalta,35.4394573,-8.10933339,none,0,Rufiji,Kibugumo,Iringa,11,1,Iringa Rural,Ifunda,1,True,GeoData Consultants Ltd,VWC,Muwimb,True,2004,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
15486,0.0,2012-10-24,Government Of Tanzania,1505,Government,33.96419433,-1.76575927,Kwa Mzee Kiberity,0,Lake Victoria,Ikorokomyo,Mara,20,3,Musoma Rural,Butiama,350,,GeoData Consultants Ltd,VWC,,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,improved spring,improved spring
17005,0.0,2011-07-20,Prf,0,PRF,31.68575487,-2.97228789,Salugongo B,0,Lake Victoria,Salugongo B,Kagera,18,8,Chato,Bwera,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
31305,0.0,2011-07-10,Hesawa,0,HESAWA,30.64224488,-2.44794127,Tumaini,0,Lake Victoria,Msumba,Kagera,18,30,Ngara,Ngara Urban,0,False,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other
4246,100.0,2011-03-17,St,735,St,36.75630406,-7.31484255,Kwa Gumbo,0,Rufiji,Wela,Morogoro,5,1,Kilosa,Kisanga,120,True,GeoData Consultants Ltd,VWC,Ki,True,2010,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
275,0.0,2011-08-02,Co,761,DWE,30.55998701,-7.04626131,Kwa Uvuta,0,Lake Tanganyika,No 12,Rukwa,15,3,Nkasi,Kabwe,1,False,GeoData Consultants Ltd,VWC,,False,2007,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
20624,0.0,2011-07-09,Government Of Tanzania,0,DWE,31.07033765,-1.53851572,Shuleni 1,0,Lake Victoria,Ahakagongo,Kagera,18,1,Karagwe,Ihanda,0,True,GeoData Consultants Ltd,,,True,0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
31867,50.0,2013-02-10,World Bank,1072,TAN PLANT LTD,34.17373979,-4.34181593,Dp 18,0,Internal,Kintende,Singida,13,1,Iramba,Shelui,215,True,GeoData Consultants Ltd,WUA,Nselembwe water supply,True,2004,submersible,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
2443,0.0,2012-10-17,Dwsp,0,DWSP,33.15142959,-3.87683805,Kwa Luguma Ng'Wandu,0,Internal,Kisungwani,Shinyanga,17,3,Shinyanga Rural,Tinde,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
62686,50.0,2013-02-17,Lamp,1438,LAMP,36.48258892,-5.56114479,Uswahirini,0,Wami / Ruvu,Uswahirini,Manyara,21,5,Kiteto,Engusero,1,True,GeoData Consultants Ltd,Water Board,LAMP water supplying,False,1992,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
15770,0.0,2012-10-28,Hsw,1300,HSW,33.89962668,-1.73484063,Kwa Mangasa,0,Lake Victoria,Nyamwara,Mara,20,3,Musoma Rural,Buruma,250,,GeoData Consultants Ltd,VWC,,True,1997,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
59234,0.0,2013-03-08,Redap,1594,REDAP,34.68167119,-1.82838933,Zakayo,0,Lake Victoria,Chamoto,Mara,20,2,Serengeti,Mugumu Urban,400,,GeoData Consultants Ltd,Other,,True,1988,swn 80,swn 80,handpump,water authority,commercial,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
57677,0.0,2011-03-06,World Bank,270,RWE,38.58669148,-5.22188889,Shuleni,0,Pangani,Shule,Tanga,4,2,Korogwe,Mnyuzi,600,True,GeoData Consultants Ltd,VWC,Mnyuzi water supply,False,1967,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
20824,6.0,2013-04-03,Ces(gmbh),786,DWE,37.42018073,-3.38076804,Kwa Mzee Issa Kichawele,0,Pangani,Pumoni B,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,100,True,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,True,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
7469,50.0,2013-02-12,Wsdp,1498,SHY BUILDERS,34.47054033,-4.41831413,Kwa Ngoyi,0,Internal,Magali,Singida,13,1,Iramba,Kyengege,324,True,GeoData Consultants Ltd,WUA,Kyengege water supply,True,2010,submersible,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
