id,status_group
11385,functional
48520,non functional
5602,functional
12542,non functional
40316,non functional
47325,functional
70077,functional
5140,non functional
20320,non functional
62682,non functional
68735,functional
17399,non functional
23324,non functional
8172,non functional
41583,functional
60609,functional
30884,functional
9584,non functional
63468,non functional
40685,non functional
23535,non functional
1082,functional
7894,non functional
66492,functional
31448,functional
40962,functional
59472,functional
73805,functional
17137,functional
44953,functional
58923,functional
66611,functional
6861,non functional
20987,functional
19710,non functional
46741,functional
20401,non functional
15206,non functional
19862,functional
35552,functional
72167,functional needs repair
27930,functional
14391,non functional
35077,non functional
71649,non functional
55986,functional
11996,non functional
67659,functional
6286,non functional
38333,non functional
19071,non functional
40478,non functional
34955,functional
16617,functional
66887,non functional
31607,functional
72257,functional
3857,functional
2165,functional
5559,functional
67423,functional
18100,functional
58074,functional
17825,functional needs repair
36496,non functional
63973,non functional
72040,functional
62463,functional
14415,functional needs repair
9574,functional
26871,functional
51562,non functional
44077,functional
33203,non functional
64767,non functional
30573,functional
46676,functional
66857,non functional
11065,functional
36122,non functional
64932,non functional
50955,functional
18435,functional
31044,non functional
50800,functional
1702,functional
23736,functional
49655,non functional
11791,non functional
52937,functional
32648,non functional
62186,functional
17646,functional
38512,non functional
60490,functional
8144,functional
2137,non functional
69886,non functional
7947,functional
51678,functional
14328,non functional
34008,functional needs repair
2642,functional
5228,non functional
48543,non functional
27700,functional
6219,non functional
71320,non functional
32978,functional
41461,non functional
62705,non functional
61000,non functional
67938,non functional
21232,functional needs repair
45467,functional
46071,functional
9351,functional needs repair
54329,functional needs repair
55381,functional
66009,non functional
29900,functional
62514,functional
71741,functional
17649,functional
67884,functional
55643,non functional
60157,functional
19048,non functional
42820,non functional
66285,functional
52218,functional
67175,non functional
43249,functional
69052,non functional
17121,functional
70850,functional needs repair
2842,functional
30606,non functional
68910,non functional
40785,non functional
54180,functional
26531,functional
47613,non functional
73920,non functional
16223,functional
11342,non functional
68499,functional
59587,functional
70453,functional
54340,functional
2972,non functional
23421,functional
68429,functional
37921,functional
61957,functional
69178,functional
37397,functional
22387,non functional
4496,non functional
74057,functional needs repair
41891,functional
14511,functional
1710,non functional
14258,functional
28703,non functional
3619,non functional
17618,functional needs repair
40351,functional
24650,functional
8296,non functional
40877,non functional
16565,non functional
25679,non functional
47576,non functional
33067,non functional
53698,non functional
45839,non functional
59287,functional needs repair
41072,non functional
37530,functional
18807,non functional
42570,non functional
56496,functional needs repair
41301,functional
42140,functional
12793,non functional
10530,non functional
40946,non functional
62150,non functional
139,functional
43,non functional
53068,functional
5428,non functional
23262,non functional
67855,functional
2537,functional needs repair
11339,functional
851,functional
50847,functional
36668,functional
72228,functional
73961,functional needs repair
71691,non functional
52154,functional
16706,functional
6925,functional
25547,non functional
27477,non functional
72230,non functional
33784,functional
16486,non functional
48020,non functional
2568,non functional
26659,functional
22672,functional needs repair
23811,functional
47969,non functional
5519,functional
57637,functional needs repair
12760,functional
55169,functional
22320,non functional
14659,non functional
73661,functional
71487,functional
75,non functional
66155,functional
44117,functional
1333,non functional
9021,functional
24980,functional
48603,functional
30859,non functional
11768,functional
70649,functional
1590,functional
43811,functional
53660,functional
4315,functional
37042,functional
6548,functional needs repair
8332,non functional
45275,functional needs repair
2042,non functional
29137,functional
24093,functional
7378,functional
18119,non functional
72171,non functional
30389,non functional
47553,functional
34240,functional
39678,functional needs repair
30792,non functional
45923,non functional
48394,functional
39266,functional
62428,functional
67246,functional
51220,functional
64046,functional needs repair
65697,functional
9814,functional
58379,non functional
35295,non functional
6786,non functional
27578,functional
43630,functional
8901,functional
47713,functional needs repair
52775,non functional
71857,functional
22216,non functional
61684,non functional
14433,functional
2818,non functional
70968,functional
38876,non functional
22303,functional
4306,non functional
34994,non functional
23020,functional
53137,non functional
14725,functional
61043,functional
66221,non functional
72618,functional
18621,non functional
52390,non functional
34447,non functional
10362,functional
65753,non functional
52846,functional
7381,functional
5780,non functional
8734,functional
28924,functional
38573,functional
62026,functional
71547,non functional
45310,non functional
36483,functional
12940,non functional
53410,functional needs repair
50074,functional
47433,non functional
65294,non functional
26236,functional
58077,non functional
34110,non functional
33595,functional
50623,functional
11285,functional
62655,functional
65038,non functional
60741,non functional
8741,functional
58331,non functional
2656,functional
60264,non functional
5455,functional
26740,non functional
12787,functional
68153,functional
45059,non functional
50340,functional
48495,functional
13149,non functional
29851,non functional
42516,functional needs repair
16788,non functional
71466,functional
10191,functional
12120,functional
48182,functional
7637,non functional
29567,functional
22480,functional
29692,functional
47135,functional
28068,functional
38657,functional
74142,non functional
62477,functional
15384,functional
70889,non functional
16003,functional
40634,non functional
66701,functional
72284,functional needs repair
44765,non functional
25984,functional
68063,non functional
61947,functional
39028,functional
10222,non functional
38974,non functional
32695,functional
21950,functional
49468,functional
24914,non functional
69118,functional
867,non functional
8260,functional
2903,functional
26076,functional
51386,functional needs repair
71612,functional
66138,non functional
13212,non functional
46777,functional
5775,functional
53341,non functional
66669,functional
31945,non functional
33727,functional
67504,non functional
33898,functional
22888,functional
60270,functional
65534,non functional
62241,functional needs repair
37655,non functional
40944,non functional
26654,non functional
6807,functional
50506,functional
32486,functional
71831,non functional
59453,functional needs repair
6517,non functional
38475,functional
47381,functional needs repair
58415,functional
70912,functional
49509,functional needs repair
10012,functional
22088,functional needs repair
23813,non functional
43828,functional
32375,functional
9714,non functional
16271,functional needs repair
21855,functional
46123,non functional
49723,functional
28481,functional
48345,non functional
15047,functional
35872,non functional
74177,functional
47792,functional
2541,functional
49832,functional
43520,non functional
60362,functional
70369,non functional
20868,non functional
70729,functional
70574,non functional
20850,functional
68879,non functional
22643,non functional
9422,non functional
32527,non functional
50405,functional
57169,non functional
10660,non functional
39622,non functional
30468,functional
15013,non functional
41218,functional
18046,non functional
495,functional
50344,non functional
48642,non functional
38532,functional
73577,functional
71138,functional
25524,functional
28907,non functional
32988,non functional
43503,functional
4709,functional
31949,functional
61125,functional
68322,non functional
34975,functional
42552,non functional
3070,non functional
6271,functional
72660,non functional
4061,functional
46344,non functional
40527,non functional
9546,non functional
69254,functional
430,functional
17765,functional
11267,functional
24757,functional needs repair
55605,non functional
66686,non functional
59634,non functional
63268,functional
59412,functional
26232,functional
48127,non functional
55555,non functional
16811,functional needs repair
73908,functional
9016,non functional
48468,non functional
61360,functional
33151,non functional
26022,non functional
36940,functional
52032,non functional
66656,functional
66272,functional
9634,functional
15396,non functional
17906,functional
70904,non functional
31765,functional
21305,non functional
54827,non functional
40796,non functional
39209,non functional
37105,functional needs repair
20665,non functional
43492,functional needs repair
54578,functional needs repair
42753,functional
24081,functional
15567,functional
50306,functional
63019,non functional
50033,functional
36233,functional
49479,non functional
51775,non functional
6416,non functional
26544,functional
64941,non functional
42508,functional
63348,non functional
68637,non functional
25526,non functional
71864,functional
34014,functional
21929,functional
62676,functional
28425,functional
59268,functional
31284,functional
36237,non functional
24525,functional
47060,functional
14599,non functional
3076,functional
40936,functional
44824,non functional
10640,functional
68731,non functional
40285,functional
68680,functional
48059,non functional
69819,non functional
69508,functional
989,functional needs repair
23161,functional
48200,functional
45703,non functional
56552,functional
57892,non functional
48794,functional needs repair
13384,functional
69321,non functional
11500,functional
40906,functional
17182,non functional
73145,functional
16576,non functional
176,functional needs repair
61533,functional
3103,functional
43150,functional
13900,functional
26274,functional
49134,functional needs repair
46694,non functional
72904,non functional
49560,functional
19572,non functional
14926,functional
8131,functional
67507,functional
5090,functional
47852,functional
73597,non functional
8723,non functional
55431,non functional
48694,functional
44730,non functional
35091,functional
69136,functional
10703,functional
36235,functional needs repair
17726,non functional
58692,functional
5220,functional
71504,functional needs repair
40871,functional
29863,non functional
33535,non functional
60914,functional
2127,functional needs repair
4049,functional
55465,functional
33610,functional
11181,non functional
6439,functional
46295,non functional
55629,functional
61789,functional
40093,functional
3906,functional
59998,functional
27008,non functional
40912,non functional
16938,non functional
6409,functional
59761,functional
48703,functional
8464,functional needs repair
10427,functional
31404,functional needs repair
58937,functional
18894,non functional
60156,non functional
34015,non functional
32121,non functional
32172,functional
30216,non functional
3594,functional
29463,non functional
47928,functional
45390,functional
67577,functional
48581,non functional
10009,functional
67236,non functional
38179,functional
34487,non functional
11269,non functional
3909,non functional
72438,functional
22179,non functional
42032,non functional
4462,non functional
68289,functional
16812,non functional
45649,non functional
16912,functional
17173,non functional
72009,non functional
61586,non functional
67134,functional
38486,functional
12247,non functional
52925,functional
65954,functional needs repair
53317,functional
33621,functional
60570,functional
60471,functional
15339,non functional
38081,functional
44207,functional
61596,non functional
70021,functional
13647,non functional
61147,non functional
57917,functional
8221,non functional
25083,functional
30601,non functional
43145,functional
33816,functional
11796,functional
68686,functional
19284,non functional
64687,non functional
63876,functional needs repair
68585,non functional
66522,non functional
26057,non functional
72486,functional
72760,non functional
33379,functional needs repair
70233,non functional
46006,non functional
36052,non functional
553,functional
47375,functional
48538,functional
66238,non functional
40420,non functional
42531,functional
8005,functional
18169,functional
29185,functional
25600,non functional
2707,non functional
14782,non functional
42201,functional
40469,non functional
54290,non functional
43631,non functional
39610,non functional
15677,non functional
25310,functional needs repair
55780,functional
47382,functional
12191,functional
6846,non functional
21051,functional
62420,functional needs repair
22442,non functional
45472,functional needs repair
20236,non functional
13127,functional
49538,functional
22739,functional
14148,non functional
25063,functional
93,functional
51322,non functional
42622,functional
10685,non functional
70582,non functional
69995,non functional
19487,functional
36445,functional needs repair
17675,functional needs repair
48752,functional needs repair
50732,functional
24042,functional
29673,non functional
48761,functional needs repair
37725,non functional
28126,functional
36933,functional
48926,functional
73446,functional
33738,non functional
55798,functional
58226,functional
9626,non functional
13189,functional
11079,non functional
3514,functional
41668,functional
53102,functional
13866,non functional
54183,non functional
56816,functional needs repair
3184,non functional
37606,functional
31456,functional
8467,functional
60487,non functional
58108,functional
66058,functional
19237,non functional
16595,functional
18606,functional
66580,functional
31797,functional
13982,functional needs repair
25494,functional
20301,functional
70990,functional
50433,non functional
64496,non functional
54413,non functional
38134,functional
51732,non functional
68119,functional
45715,non functional
16634,functional
47989,non functional
17496,non functional
7,functional
1614,functional
69171,functional
13871,functional
16540,functional
49808,functional
43603,functional needs repair
11063,functional
26301,functional needs repair
24577,non functional
37639,functional
35799,functional
45927,functional
73257,non functional
38413,functional
4914,non functional
68545,functional
6854,non functional
74216,functional
71190,functional
60074,functional needs repair
16244,functional
4809,functional
67674,functional
39812,functional needs repair
37799,non functional
5725,non functional
32565,functional needs repair
52490,functional
43954,non functional
20307,non functional
12214,non functional
14182,non functional
19728,functional
11995,functional
28413,non functional
71729,functional
56791,functional
63366,functional
48723,non functional
51388,non functional
8879,functional needs repair
46814,functional
65322,non functional
43440,non functional
39111,non functional
48393,functional
63410,functional
10141,functional
34086,functional
31740,non functional
74031,functional needs repair
11944,non functional
28977,functional needs repair
45005,functional
60459,functional
72295,non functional
19791,functional
62544,functional
36737,functional
9896,functional
36278,non functional
38942,functional
74186,non functional
25211,functional
60047,functional
46194,functional
64787,functional
45519,functional needs repair
37556,non functional
70727,non functional
1618,non functional
63273,functional
54964,functional
70784,functional
9851,non functional
43682,non functional
20417,non functional
29639,functional
38976,non functional
24163,non functional
61897,functional
28991,non functional
7647,non functional
64022,non functional
25774,functional
55250,functional
8150,functional
49789,functional
52602,non functional
55832,functional needs repair
42646,functional
17833,functional
7939,functional
64442,functional
69404,non functional
33831,functional
44692,non functional
21521,functional
25604,non functional
29003,functional
61762,non functional
18287,functional
67171,functional needs repair
47966,non functional
57323,functional
38860,functional needs repair
54402,non functional
12373,functional
46724,functional
65137,functional needs repair
69075,non functional
63584,functional
56906,non functional
64925,non functional
27478,non functional
42819,functional
51922,functional
11161,non functional
3826,non functional
61761,functional
32641,non functional
19054,functional
51592,functional
42589,non functional
70167,functional
54359,functional
59942,functional
34381,functional
54686,non functional
14436,functional
12895,non functional
13582,functional
16995,non functional
3083,non functional
42202,functional
9385,functional
54563,functional
17117,functional
38617,functional
45407,functional
30040,non functional
58738,functional
37134,functional
24724,functional
11599,functional
8957,non functional
49243,functional
66443,non functional
8382,functional
68808,functional
24641,functional
60588,non functional
8128,functional
49043,functional
1087,functional
42714,functional
6472,non functional
20324,functional
26899,non functional
25227,functional
72154,functional needs repair
11606,functional
39712,functional
34227,non functional
866,functional
57244,functional
32523,non functional
44401,functional
43006,functional
23345,non functional
73428,functional
66248,non functional
66391,non functional
64101,functional needs repair
35635,functional
33158,functional
69227,non functional
11929,non functional
46311,functional
26296,functional
42601,functional
60075,functional
12635,functional needs repair
3965,functional
29251,functional
42289,non functional
73708,functional
69867,functional
48932,non functional
8194,functional
62522,functional needs repair
67074,functional
7716,non functional
25523,functional
61938,non functional
18081,functional
56536,functional
50071,non functional
39434,functional
61982,functional
29957,functional
345,non functional
32492,functional
50730,non functional
57741,functional
23780,functional
55415,non functional
3665,functional
38798,non functional
1963,functional
53872,functional
72656,functional
44744,non functional
26551,functional needs repair
45301,functional
15561,functional
25930,non functional
8695,functional
64257,non functional
38361,functional
54793,functional
2265,functional
15079,functional
14141,non functional
24059,non functional
67775,functional
72046,functional
3054,functional
20515,functional
6406,functional
42506,functional
16986,functional
46240,functional
9307,non functional
72800,functional
57389,non functional
17579,functional
6946,functional
23472,non functional
5820,non functional
47390,functional
58875,non functional
26673,functional
52108,non functional
74047,non functional
67055,functional
64000,functional
56756,functional
64080,non functional
65762,functional
62314,functional
10079,non functional
12046,functional
7934,functional
35528,functional
17772,functional
3006,functional needs repair
68287,functional
35398,functional
17411,functional
2662,functional
69457,functional
44154,functional needs repair
9700,functional needs repair
48491,functional
17918,non functional
73930,functional
66107,non functional
44442,functional needs repair
21207,non functional
47799,non functional
30155,non functional
3360,functional
31849,non functional
11724,non functional
56127,non functional
45986,functional
73973,non functional
41678,non functional
11002,functional needs repair
20835,non functional
7372,functional
25436,functional
46134,non functional
23922,non functional
54019,functional
23727,functional needs repair
12418,functional
58530,non functional
57760,non functional
44391,non functional
60041,functional
10770,non functional
32041,functional
674,functional
20034,functional
41078,functional
59351,functional
60405,functional
21977,functional
6738,functional needs repair
3712,non functional
70588,non functional
71935,functional
21530,non functional
47161,functional
25084,non functional
44194,functional needs repair
64943,functional
12357,non functional
4041,functional needs repair
3753,functional
51989,functional
68535,non functional
60191,functional
42055,functional
59930,functional
48417,non functional
41751,functional
15736,functional
43777,functional
3303,functional needs repair
36844,functional needs repair
300,functional
45413,non functional
6001,functional needs repair
27535,functional
43844,non functional
1400,functional
70362,functional
20840,non functional
58653,non functional
8379,functional
68241,functional needs repair
49075,non functional
72734,functional
72178,functional
28239,functional
71374,non functional
6209,functional
7979,functional
66207,functional
43908,functional
40148,functional
46631,non functional
35437,functional needs repair
28278,functional
3322,functional
70124,functional
41263,non functional
41442,functional needs repair
28273,functional
64296,non functional
74236,functional
72337,functional
44636,non functional
40589,non functional
49011,non functional
49409,non functional
70601,functional
42968,non functional
61529,non functional
6842,non functional
37080,functional
39481,functional
38611,functional
42493,functional
56862,non functional
47378,non functional
53327,non functional
68284,non functional
66211,functional
47803,functional
61345,functional
7577,non functional
27145,functional
24982,functional
24661,functional needs repair
51972,functional
67315,functional needs repair
28575,functional
27425,functional
49433,functional
41110,functional needs repair
50602,functional
6919,functional
46366,non functional
11265,functional
7216,non functional
3171,non functional
6741,non functional
55879,non functional
44226,non functional
17747,functional needs repair
63889,functional
9934,functional
17921,functional
69876,functional
1564,non functional
24639,non functional
22018,functional
30197,functional
41631,non functional
25793,functional
21147,non functional
12953,functional
1695,non functional
39861,functional
24786,functional
73766,functional
49612,non functional
48528,non functional
35255,functional
42838,non functional
25995,functional
18077,non functional
64750,functional needs repair
14884,functional
53433,non functional
8526,functional
73104,functional
40652,functional needs repair
45317,functional
17354,functional
66217,non functional
17713,functional
10632,non functional
62298,functional
19674,functional
18396,functional
12568,functional
41963,functional
13658,functional
17824,functional
57029,non functional
38124,functional
3004,non functional
41552,non functional
47462,non functional
70238,functional
36449,functional
54714,non functional
3433,functional
12924,functional needs repair
54240,functional
46951,functional needs repair
41175,functional
33142,functional
61294,functional
70674,functional
33827,functional
57230,functional
16628,non functional
11210,non functional
2307,functional
9580,non functional
20337,functional
71591,functional
62644,non functional
24335,non functional
16791,functional
9260,functional
45832,functional
37564,functional
24607,functional
27338,functional
12767,functional
36444,functional
35624,functional
18709,non functional
39719,functional
7839,functional
37130,functional
54011,non functional
68144,non functional
12475,non functional
69257,functional
25135,functional needs repair
15038,functional
72624,functional
11111,functional
48884,functional
61710,functional
59094,non functional
68104,non functional
51720,non functional
9876,non functional
37939,functional
7259,functional needs repair
30720,functional
35840,functional
48008,non functional
65887,functional needs repair
17241,non functional
23877,non functional
16416,non functional
42750,functional needs repair
21235,functional
65055,non functional
3567,non functional
9545,functional needs repair
59375,non functional
23586,non functional
11412,functional
61800,functional
53526,functional
32459,non functional
13000,functional
9680,functional
18434,functional
27888,functional
59834,functional
65948,non functional
10310,functional
12968,non functional
19276,functional
24168,non functional
53146,functional
58224,functional
59890,functional needs repair
22701,functional needs repair
51610,non functional
64598,functional
32799,non functional
68653,functional needs repair
11410,functional
73571,functional
57784,non functional
33789,functional
53377,functional
33861,functional
41426,non functional
20237,non functional
41015,functional
71833,functional
44594,non functional
19895,functional
20934,non functional
54794,functional
10721,functional
61901,non functional
54550,non functional
71067,functional
49449,functional
72583,functional
28459,functional
65578,non functional
3767,non functional
14713,non functional
17727,non functional
3471,functional
55707,non functional
6433,functional
20287,functional
38489,functional needs repair
1127,functional
35882,functional
16004,non functional
39216,functional
19274,functional
14905,non functional
44493,functional
46012,non functional
62152,non functional
39924,functional
23851,functional
7558,functional
37960,non functional
69303,functional
25614,functional
12401,functional
53320,functional
60532,functional
59611,functional
72848,non functional
74090,non functional
69482,functional
50500,functional
61301,non functional
67156,non functional
7374,functional
52498,functional
12794,non functional
33873,functional
28755,functional
24836,functional
36352,non functional
25216,non functional
20643,functional needs repair
46455,functional
2529,functional
7138,functional
63025,functional
47240,functional
16187,functional
54772,non functional
26522,functional
47063,functional
31373,non functional
25472,functional needs repair
5670,non functional
7158,functional
30820,functional
21724,functional
56076,functional
55471,non functional
68679,functional
27017,functional
34156,functional
69420,functional
20269,functional
47501,non functional
30121,functional
26124,functional
144,non functional
55344,functional needs repair
1453,functional needs repair
14680,functional
23215,functional
35058,functional
16505,functional
25318,non functional
64989,functional
71983,non functional
68044,functional
38269,non functional
72670,non functional
72050,functional
12791,functional
24073,functional
34939,functional
42275,functional
7100,functional
8706,functional
60064,non functional
65881,non functional
64003,functional
10874,non functional
74017,functional
18821,non functional
26114,functional
58891,functional
46811,functional
8350,functional
35433,non functional
19931,functional
52659,non functional
53618,functional needs repair
36087,non functional
37673,non functional
51944,functional
60572,functional
14712,functional
8982,functional
61383,functional
36446,non functional
35093,non functional
66408,non functional
70885,non functional
41088,functional
564,functional needs repair
46540,functional
42583,functional
20071,functional
29096,non functional
70966,functional
30307,functional
2171,functional
20467,functional
1277,functional
49599,functional needs repair
21545,functional
70436,non functional
50622,non functional
45514,functional
18675,functional needs repair
12252,non functional
26181,functional
41615,functional
32079,non functional
18357,non functional
60431,functional needs repair
3057,functional
45294,functional
12128,non functional
17044,functional
35559,functional
61998,functional
21812,functional needs repair
12855,functional
12011,non functional
52454,non functional
70325,functional
59362,functional
46339,functional
34552,non functional
1747,non functional
1846,functional
56922,functional
29315,non functional
22610,functional
45187,non functional
13108,functional
57078,non functional
59537,functional needs repair
7872,functional
14551,functional
34735,functional
64866,functional
2927,functional
14320,non functional
7984,non functional
71381,non functional
9143,non functional
56717,functional
21042,non functional
52903,non functional
4407,non functional
21106,non functional
44185,functional
31360,non functional
14219,functional
7666,functional
1484,functional
73760,functional
46018,functional
72896,functional
7185,non functional
42881,non functional
60315,non functional
42909,functional
8309,functional needs repair
35684,non functional
13486,functional
74238,non functional
40537,non functional
54760,functional
13820,functional
46995,non functional
64434,non functional
31100,functional
37671,functional
23243,non functional
13015,functional
2964,functional
61482,functional needs repair
40194,functional needs repair
55994,functional
20457,functional needs repair
7075,functional
10622,functional
48978,functional
5790,functional
52156,functional
58828,functional needs repair
72221,functional
31166,functional
39825,non functional
1473,functional
5603,functional
59555,non functional
7789,functional needs repair
62237,non functional
41924,non functional
36602,non functional
29366,functional needs repair
43767,functional
4481,functional
22046,non functional
29537,functional needs repair
51141,functional
51452,non functional
12495,non functional
70959,non functional
56239,non functional
58998,non functional
53909,functional
12203,non functional
71492,functional
10043,non functional
16260,functional
30164,non functional
28313,functional
47238,functional
46839,functional
22377,non functional
32463,non functional
8214,non functional
64992,non functional
43772,functional needs repair
46025,functional
66057,non functional
49366,functional
33522,non functional
21511,non functional
47756,non functional
9608,functional
37117,non functional
15319,functional
22952,non functional
69981,functional
27631,functional
10628,functional
21202,non functional
42306,non functional
23959,non functional
61985,functional
44142,non functional
59695,non functional
25871,non functional
18342,functional
6180,functional
25517,non functional
51006,non functional
39720,non functional
69610,non functional
39883,functional
30047,non functional
16310,non functional
40790,functional
28630,functional
35028,functional needs repair
34976,non functional
14814,functional
15553,functional
34915,functional
33391,functional
51559,functional
37069,non functional
23490,non functional
57338,functional
73009,functional
28534,non functional
33133,functional
54208,functional
68302,non functional
46509,functional needs repair
3307,non functional
31484,functional
68457,functional
62827,functional
34174,non functional
42663,non functional
34531,functional
18377,functional
48683,non functional
3502,non functional
48023,functional
65567,functional
14809,functional
5609,functional
1326,non functional
45975,non functional
67310,non functional
5575,functional
70516,functional
8197,functional
34328,functional
69410,non functional
17111,functional
25249,functional
8826,functional
13233,functional
6733,functional
30248,non functional
10437,non functional
9383,functional
35865,non functional
45354,non functional
63727,functional
19769,functional
6424,functional
5073,functional
597,functional
70209,functional
54388,functional
58129,functional
74050,non functional
49837,non functional
56880,functional
64443,functional
62247,functional needs repair
17347,non functional
38011,non functional
37580,non functional
48274,functional
5628,functional
41243,functional
18211,non functional
2705,functional needs repair
72195,functional
49610,functional needs repair
38782,functional
26139,non functional
22014,functional
29335,functional
24066,non functional
9372,functional
58085,non functional
31831,non functional
57807,functional
26619,functional
69015,functional
16094,functional
64681,functional
52815,functional
50537,functional
3386,functional
70915,functional
21964,functional
46685,functional
2436,non functional
71145,functional
45384,non functional
38347,non functional
70643,non functional
23713,functional needs repair
30069,functional
46788,non functional
60729,functional
40174,non functional
70545,functional
6217,non functional
34245,functional
54459,functional
62570,non functional
68981,functional
53785,functional
15199,non functional
21563,non functional
42110,functional
46698,non functional
45717,functional needs repair
47329,non functional
26695,functional
53313,functional
46714,non functional
47246,functional needs repair
70600,functional
59980,functional
6834,functional
2533,functional
65661,functional
29174,non functional
21257,non functional
37386,functional
20426,non functional
72103,functional
20834,functional
58624,functional
45891,functional needs repair
59372,functional
35776,functional needs repair
53825,functional
12505,non functional
1997,non functional
39484,functional
1947,functional needs repair
34364,functional
71759,non functional
45694,non functional
41345,functional
5182,non functional
36159,non functional
28179,functional
30984,functional
50809,functional
48264,functional
58664,functional
36877,functional
63857,functional
36217,functional
33953,functional
57246,non functional
16455,functional
17237,functional needs repair
4428,non functional
32224,functional
21384,functional
34390,non functional
17519,functional needs repair
